report_date,group,producer,brand,tonnes,thou_rub
2023-07-01,Группа 1,Производитель 14,Бренд 20,413.28,673.76
2023-08-01,Группа 1,Производитель 7,Бренд 17,264.08,117.67
2023-09-01,Группа 1,Производитель 16,Бренд 22,331.69,103.32
2023-10-01,Группа 1,Производитель 14,Бренд 6,795.78,145.24
2023-11-01,Группа 1,Производитель 1,Бренд 17,789.2,499.42
2023-12-01,Группа 1,Производитель 16,Бренд 4,149.17,526.56
2024-01-01,Группа 1,Производитель 6,Бренд 22,420.73,682.35
2024-02-01,Группа 1,Производитель 20,Бренд 15,359.44,169.92
2024-03-01,Группа 1,Производитель 10,Бренд 20,352.75,447.86
2024-04-01,Группа 1,Производитель 13,Бренд 8,499.61,137.44
2024-05-01,Группа 1,Производитель 24,Бренд 14,501.15,566.96
2024-06-01,Группа 1,Производитель 24,Бренд 2,126.93,141.87
2023-01-01,Группа 1,Производитель 18,Бренд 20,713.9,406.07
2023-02-01,Группа 1,Производитель 23,Бренд 2,209.13,942.23
2023-03-01,Группа 1,Производитель 22,Бренд 4,880.07,334.55
2023-04-01,Группа 1,Производитель 8,Бренд 20,152.39,463.49
2023-05-01,Группа 1,Производитель 14,Бренд 1,937.84,240.79
2023-06-01,Группа 1,Производитель 4,Бренд 18,171.56,903.49
2023-07-01,Группа 1,Производитель 21,Бренд 14,224.02,304.51
2023-08-01,Группа 1,Производитель 17,Бренд 21,819.0,727.88
2023-09-01,Группа 1,Производитель 12,Бренд 13,356.73,784.82
2023-10-01,Группа 1,Производитель 21,Бренд 1,759.02,169.89
2023-11-01,Группа 1,Производитель 22,Бренд 14,971.17,884.12
2023-12-01,Группа 1,Производитель 18,Бренд 15,895.32,554.14
2024-01-01,Группа 1,Производитель 24,Бренд 2,288.65,129.59
2024-02-01,Группа 1,Производитель 6,Бренд 4,251.2,821.23
2024-03-01,Группа 1,Производитель 16,Бренд 19,459.88,945.09
2024-04-01,Группа 1,Производитель 13,Бренд 22,457.52,940.28
2024-05-01,Группа 1,Производитель 12,Бренд 7,293.31,442.42
2024-06-01,Группа 1,Производитель 16,Бренд 15,154.49,648.27
2023-01-01,Группа 1,Производитель 18,Бренд 3,879.08,812.74
2023-02-01,Группа 1,Производитель 13,Бренд 1,757.14,850.64
2023-03-01,Группа 1,Производитель 23,Бренд 21,304.94,948.23
2023-04-01,Группа 1,Производитель 7,Бренд 21,493.05,149.02
2023-05-01,Группа 1,Производитель 12,Бренд 1,101.8,976.34
2023-06-01,Группа 1,Производитель 14,Бренд 6,792.95,583.76
2023-07-01,Группа 1,Производитель 17,Бренд 1,227.44,967.92
2023-08-01,Группа 1,Производитель 22,Бренд 23,548.05,589.0
2023-09-01,Группа 1,Производитель 2,Бренд 7,982.52,233.14
2023-10-01,Группа 1,Производитель 21,Бренд 8,500.47,993.77
2023-11-01,Группа 1,Производитель 14,Бренд 6,498.85,227.19
2023-12-01,Группа 1,Производитель 19,Бренд 19,303.83,353.24
2024-01-01,Группа 1,Производитель 8,Бренд 19,358.85,191.21
2024-02-01,Группа 1,Производитель 2,Бренд 13,583.6,327.06
2024-03-01,Группа 1,Производитель 19,Бренд 17,703.85,848.57
2024-04-01,Группа 1,Производитель 21,Бренд 12,104.92,577.77
2024-05-01,Группа 1,Производитель 8,Бренд 20,157.08,853.61
2024-06-01,Группа 1,Производитель 10,Бренд 8,922.64,754.74
2023-01-01,Группа 1,Производитель 15,Бренд 7,870.67,272.73
2023-02-01,Группа 1,Производитель 15,Бренд 24,701.37,405.01
2023-03-01,Группа 1,Производитель 12,Бренд 23,985.95,264.2
2023-04-01,Группа 1,Производитель 20,Бренд 22,421.17,981.07
2023-05-01,Группа 1,Производитель 24,Бренд 22,340.81,578.94
2023-06-01,Группа 1,Производитель 19,Бренд 24,597.49,331.74
2023-07-01,Группа 1,Производитель 21,Бренд 1,292.3,110.04
2023-08-01,Группа 1,Производитель 15,Бренд 3,841.21,104.12
2023-09-01,Группа 1,Производитель 3,Бренд 8,433.64,280.18
2023-10-01,Группа 1,Производитель 24,Бренд 15,626.03,510.33
2023-11-01,Группа 1,Производитель 22,Бренд 21,751.44,755.69
2023-12-01,Группа 1,Производитель 21,Бренд 12,102.19,958.31
2024-01-01,Группа 1,Производитель 19,Бренд 5,333.17,338.2
2024-02-01,Группа 1,Производитель 18,Бренд 8,781.46,532.93
2024-03-01,Группа 1,Производитель 3,Бренд 21,832.67,108.47
2024-04-01,Группа 1,Производитель 9,Бренд 15,606.48,591.89
2024-05-01,Группа 1,Производитель 18,Бренд 20,919.18,539.27
2024-06-01,Группа 1,Производитель 16,Бренд 24,865.56,824.51
2023-01-01,Группа 1,Производитель 23,Бренд 17,326.53,585.14
2023-02-01,Группа 1,Производитель 6,Бренд 18,215.64,693.83
2023-03-01,Группа 1,Производитель 8,Бренд 8,289.95,321.26
2023-04-01,Группа 1,Производитель 4,Бренд 16,466.1,167.16
2023-05-01,Группа 1,Производитель 14,Бренд 14,602.87,959.52
2023-06-01,Группа 1,Производитель 18,Бренд 9,915.61,558.65
2023-07-01,Группа 1,Производитель 4,Бренд 11,866.69,209.68
2023-08-01,Группа 1,Производитель 23,Бренд 14,200.61,107.37
2023-09-01,Группа 1,Производитель 9,Бренд 9,867.04,303.99
2023-10-01,Группа 1,Производитель 3,Бренд 1,968.26,457.29
2023-11-01,Группа 1,Производитель 12,Бренд 8,948.04,750.75
2023-12-01,Группа 1,Производитель 22,Бренд 7,388.16,136.47
2024-01-01,Группа 1,Производитель 11,Бренд 3,658.98,820.47
2024-02-01,Группа 1,Производитель 17,Бренд 16,334.07,601.26
2024-03-01,Группа 1,Производитель 5,Бренд 1,267.65,313.41
2024-04-01,Группа 1,Производитель 9,Бренд 16,893.31,318.55
2024-05-01,Группа 1,Производитель 24,Бренд 21,883.95,910.07
2024-06-01,Группа 1,Производитель 24,Бренд 4,153.83,572.59
2023-01-01,Группа 1,Производитель 1,Бренд 3,222.69,527.52
2023-02-01,Группа 1,Производитель 4,Бренд 9,251.92,821.18
2023-03-01,Группа 1,Производитель 5,Бренд 24,565.63,972.31
2023-04-01,Группа 1,Производитель 5,Бренд 24,197.82,769.28
2023-05-01,Группа 1,Производитель 8,Бренд 8,669.95,909.72
2023-06-01,Группа 1,Производитель 14,Бренд 6,360.22,368.34
2023-07-01,Группа 1,Производитель 6,Бренд 9,219.19,669.57
2023-08-01,Группа 1,Производитель 13,Бренд 4,399.09,135.18
2023-09-01,Группа 1,Производитель 2,Бренд 3,217.03,286.86
2023-10-01,Группа 1,Производитель 13,Бренд 13,688.51,439.45
2023-11-01,Группа 1,Производитель 10,Бренд 8,822.13,786.68
2023-12-01,Группа 1,Производитель 12,Бренд 9,303.61,235.56
2024-01-01,Группа 1,Производитель 6,Бренд 2,650.32,159.05
2024-02-01,Группа 1,Производитель 4,Бренд 13,107.47,116.63
2024-03-01,Группа 1,Производитель 8,Бренд 23,331.78,624.88
2024-04-01,Группа 1,Производитель 15,Бренд 2,343.35,398.65
2024-05-01,Группа 1,Производитель 3,Бренд 4,364.93,470.56
2024-06-01,Группа 1,Производитель 21,Бренд 17,565.22,590.68
2023-01-01,Группа 1,Производитель 21,Бренд 7,738.55,989.37
2023-02-01,Группа 1,Производитель 22,Бренд 10,880.88,555.37
2023-03-01,Группа 1,Производитель 19,Бренд 2,504.82,224.04
2023-04-01,Группа 1,Производитель 1,Бренд 3,432.62,851.02
2023-05-01,Группа 1,Производитель 1,Бренд 16,221.0,208.44
2023-06-01,Группа 1,Производитель 24,Бренд 13,325.84,657.09
2023-07-01,Группа 1,Производитель 1,Бренд 11,632.67,192.12
2023-08-01,Группа 1,Производитель 18,Бренд 15,940.2,662.63
2023-09-01,Группа 1,Производитель 16,Бренд 5,498.87,519.08
2023-10-01,Группа 1,Производитель 17,Бренд 8,968.85,333.33
2023-11-01,Группа 1,Производитель 7,Бренд 1,229.79,130.3
2023-12-01,Группа 1,Производитель 22,Бренд 6,121.56,147.39
2024-01-01,Группа 1,Производитель 9,Бренд 21,414.62,449.93
2024-02-01,Группа 1,Производитель 12,Бренд 22,810.88,609.11
2024-03-01,Группа 1,Производитель 12,Бренд 6,508.69,557.89
2024-04-01,Группа 1,Производитель 1,Бренд 16,593.95,502.34
2024-05-01,Группа 1,Производитель 23,Бренд 19,455.96,438.22
2024-06-01,Группа 1,Производитель 6,Бренд 8,429.48,854.55
2023-01-01,Группа 5,Производитель 3,Бренд 10,169.74,256.89
2023-02-01,Группа 5,Производитель 8,Бренд 19,314.52,321.49
2023-03-01,Группа 5,Производитель 9,Бренд 5,800.8,446.38
2023-04-01,Группа 5,Производитель 21,Бренд 10,738.45,206.3
2023-05-01,Группа 5,Производитель 19,Бренд 14,540.5,138.81
2023-06-01,Группа 5,Производитель 7,Бренд 12,910.48,504.08
2023-07-01,Группа 5,Производитель 15,Бренд 5,714.24,558.15
2023-08-01,Группа 5,Производитель 23,Бренд 4,198.95,350.04
2023-09-01,Группа 5,Производитель 9,Бренд 10,620.5,263.08
2023-10-01,Группа 5,Производитель 22,Бренд 8,453.22,507.09
2023-11-01,Группа 5,Производитель 13,Бренд 7,432.63,449.49
2023-12-01,Группа 5,Производитель 5,Бренд 9,195.68,876.54
2024-01-01,Группа 5,Производитель 1,Бренд 15,516.0,265.73
2024-02-01,Группа 5,Производитель 11,Бренд 20,422.34,216.04
2024-03-01,Группа 5,Производитель 9,Бренд 13,533.05,593.61
2024-04-01,Группа 5,Производитель 5,Бренд 6,893.72,562.38
2024-05-01,Группа 5,Производитель 17,Бренд 5,638.91,580.6
2024-06-01,Группа 5,Производитель 22,Бренд 13,769.99,101.44
2023-01-01,Группа 5,Производитель 1,Бренд 8,818.9,950.68
2023-02-01,Группа 5,Производитель 23,Бренд 6,130.92,523.74
2023-03-01,Группа 5,Производитель 12,Бренд 8,981.93,783.38
2023-04-01,Группа 5,Производитель 16,Бренд 18,970.03,570.6
2023-05-01,Группа 5,Производитель 5,Бренд 20,356.86,428.86
